"Name","Adresse","year","Land","Kreis","Gemeinde","Traeger","EinrichtungsTyp","Ungefähre_Adresse.x","coordinates","latitude","longitude"
"Klinikum Leer gGmbH, Klinikum Leer - Stationäre Behandlung","Augustenstraße, 35, 26789, Leer (Ostfriesland)",2022,"03","457","013","1","2",NA,NA,53.2362109,7.4585862
"Krankenhaus Rheiderland, Krankenhaus Rheiderland - Stationäre Behandlung","Neue Straße, 22, 26826, Weener",2022,"03","457","021","1","2",NA,NA,53.1682784,7.353177
"Klinik für Kinder- und Jugendpsychotherapie Wichernstift gGmbH, Tagesklinik Brake - Stationäre Behandlung","Kaje, 7, 26919, Brake",2022,"03","458","005","2","2",NA,NA,53.3255107,8.4856037
"Klinik für Kinder- und Jugendpsychotherapie Wichernstift gGmbH, Tagesklinik Cuxhaven - Stationäre Behandlung","Altenwalder-Chaussee, 10, 27474, Cuxhaven",2022,"03","458","005","2","2",NA,NA,53.85275025,8.69278554287821
"Klinik für Kinder- und Jugendpsychotherapie Wichernstift gGmbH, Wichernstift Hauptstandort","Oldenburger Straße, 333, 27777, Ganderkesee",2022,"03","458","005","2","2",NA,NA,53.048508,8.5769335
"Stenum Fachklinik für Orthopädie, Standort - Stationäre Behandlung","Heilstättenweg, 1, 27777, Ganderkesee",2022,"03","458","005","3","2",NA,NA,53.079093,8.5543506138085
"Krankenhaus Johanneum, Krankenhaus Johanneum - Stationäre Behandlung","Feldstraße, 1, 27793, Wildeshausen",2022,"03","458","014","2","2",NA,NA,52.8941924,8.4317413
"Niels-Stensen-Kliniken Marienhospital Ankum-Bersenbrück GmbH, Hauptstandort - Stationäre Behandlung","Lingener Straße, 11, 49577, Ankum",2022,"03","459","002","2","2",NA,NA,52.5404711,7.8742164
"Augenklinik Dr. Georg, Bad Rothenfelde - Stationäre Behandlung","Am Kurpark, 13, 49214, Bad Rothenfelde",2022,"03","459","006","3","2",NA,NA,52.11026,8.1588558
"Johann-Wilhelm-Ritter-Klinik Akut-, AHB- und Rehabilitations-klinik, Hauptstandort - Stationäre Behandlung","Parkstraße, 35-37, 49214, Bad Rothenfelde",2022,"03","459","006","3","2",NA,NA,52.1135497,8.1533461
"Schüchtermann-Klinik, Hauptstandort - Stationäre Behandlung","Ulmenallee, 5-11, 49214, Bad Rothenfelde",2022,"03","459","006","3","2",NA,NA,52.1126495,8.16534567800547
"Niels-Stensen-Kliniken Bramsche, Hauptstandort - Stationäre Behandlung","Hasestraße, 16, 49565, Bramsche, Hase",2022,"03","459","014","2","2","Hasestraße, 49565, Bramsche",NA,52.4101228,7.9853226
"Niels-Stensen-Kliniken Franziskus Hospital Harderberg, Hauptstandort - Stationäre Behandlung","Alte Rothenfelder Straße, 23, 49124, Georgsmarienhütte",2022,"03","459","019","2","2",NA,NA,52.23776745,8.07232875888035
"Niels-Stensen-Kliniken Magdalenen-Klinik, Niels-Stensen-Kliniken Magdalenen-Klinik","Alte Rothenfelder Straße, 23, 49124, Georgsmarienhütte",2022,"03","459","019","2","4",NA,NA,52.23776745,8.07232875888035
"Niels-Stensen-Kliniken Christliches Klinikum Melle, Hauptstandort - Stationäre Behandlung","Engelgarten, 3, 49324, Melle, Wiehengeb",2022,"03","459","024","2","2","Engelgarten, 49324, Melle",NA,52.1974082,8.3405596
"Niels-Stensen-Kliniken Krankenhaus St. Raphael Ostercappeln, Hauptstandort - Stationäre Behandlung","Bremer Straße, 31, 49179, Ostercappeln",2022,"03","459","029","2","2",NA,NA,52.3445094,8.22947681986755
"Christliches Krankenhaus Quakenbrück, Hauptstandort - Stationäre Behandlung","Danziger Straße, 2, 49610, Quakenbrück",2022,"03","459","030","2","2",NA,NA,52.66784905,7.93845162680388
"Krankenhaus St. Elisabeth gGmbH, Damme - Stationäre Behandlung","Lindenstraße, 3-7, 49401, Damme, Dümmer",2022,"03","460","002","2","2","Lindenstraße, 49401, Damme",NA,52.5186173,8.1928841
"St. Franziskus Hospital gGmbH, St. Franziskus-Hospital gGmbh - Stationäre Behandlung","Franziskusstraße, 6, 49393, Lohne (Oldenburg)",2022,"03","460","006","2","2",NA,NA,52.66461845,8.24087968150492
"Clemens-August-Klinik, Hauptstandort - Stationäre Behandlung","Wahlde, 11, 49434, Neuenkirchen-Vörden",2022,"03","460","007","2","2",NA,NA,52.5138268,8.1106538
"St. Marienhospital Vechta gGmbH, St. Marienhospital - Stationäre Behandlung","Marienstraße, 6-8, 49377, Vechta",2022,"03","460","009","2","2",NA,NA,52.7255126,8.2863826
"St. Bernhard-Hospital, St. Bernhard-Hospital- Stationäre Behandlung","Claussenstraße, 3, 26919, Brake (Unterweser)",2022,"03","461","002","2","2",NA,NA,53.32392505,8.48231273759759
"HELIOS Klinik Wesermarsch Nordenham GmbH, Helios Klinik Wesermarsch - Stationäre Behandlung","Mildred-Scheel-Straße, 1, 26954, Nordenham",2022,"03","461","007","3","2",NA,NA,53.4560589,8.4417178096655
"Krankenhaus Wittmund gGmbH, Krankenhaus Wittmund","Dohuser Weg, 10, 26409, Wittmund",2022,"03","462","019","1","2",NA,NA,53.5717093,7.78813143601642
"AMEOS Klinikum Dr. Heines Bremen Fachkrankenhaus für Psychiatrie, Psychotherapie und Psychosomatik, AMEOS Klinikum Dr. Heines Bremen","Rockwinkeler Landstraße, 110, 28325, Bremen",2022,"04","011","000","3","2",NA,NA,53.07605245,8.94220089464009
"DIAKO Ev. Diakonie-Krankenhaus gGmbH, Hauptstandort","Gröpelinger Heerstr., 406-408, 28239, Bremen",2022,"04","011","000","2","2",NA,NA,53.12571265,8.74577781908583
"Gesundheit Nord gGmbH Klinikverbund Bremen Standort Klinikum Bremen-Mitte, Klinikum Bremen Mitte","Sankt-Jürgen-Straße, 1, 28205, Bremen",2022,"04","011","000","1","2",NA,NA,53.07456915,8.84002395843268
"Gesundheit Nord gGmbH Klinikverbund Bremen Standort Klinikum Bremen-Nord, KBN-Klinik","Hammersbecker Straße, 228, 28755, Bremen",2022,"04","011","000","1","2",NA,NA,53.18347505,8.59427646044385
"Gesundheit Nord gGmbH Klinikverbund Bremen Standort Klinikum Bremen-Ost, KBO-Klinikum","Züricher Straße, 40, 28325, Bremen",2022,"04","011","000","1","2",NA,NA,53.06402075,8.94029356482675
"Gesundheit Nord gGmbH Klinikverbund Bremen Standort Klinikum Bremen-Ost, KBO Psychiatrie BHZW","Gröpelinger Heerstraße, 104, 28237, Bremen",2022,"04","011","000","1","2",NA,NA,53.1126379,8.765052
"Gesundheit Nord gGmbH Klinikverbund Bremen Standort Klinikum Links der Weser, Hauptstandort","Senator-Weßling-Straße, 1, 28277, Bremen",2022,"04","011","000","1","2",NA,NA,53.0357981,8.81873756408977
"Krankenhaus St. Joseph-Stift Bremen gGmbH, Hauptstandort","Schwachhauser Heerstraße, 54, 28209, Bremen",2022,"04","011","000","2","2",NA,NA,53.0832424,8.83504090309274
"Paracelsus-Klinik Bremen GmbH, Paracelsus-Klinik Bremen","In der Vahr, 65, 28329, Bremen",2022,"04","011","000","3","2",NA,NA,53.0795361,8.87705610161556
"Roland-Klinik gGmbH, Hauptstandort","Niedersachsendamm, 72-74, 28201, Bremen",2022,"04","011","000","3","2",NA,NA,53.05636355,8.82406513725353
"Rotes-Kreuz-Krankenhaus Bremen gGmbH, Rotes Kreuz Krankenhaus Bremen gGmbH","St.-Pauli-Deich, NA, 28199, Bremen",2022,"04","011","000","2","2",NA,NA,53.0697196,8.8031208
"AMEOS Klinikum Am Bürgerpark, AMEOS Klinikum Am Bürgerpark Bremerhaven","Schiffdorfer Chaussee, 29, 27574, Bremerhaven",2022,"04","012","000","3","2",NA,NA,53.5322805,8.6038337
"AMEOS Klinikum Mitte Bremerhaven, AMEOS Klinikum Mitte Bremerhaven","Wiener Straße, 1, 27568, Bremerhaven",2022,"04","012","000","3","2",NA,NA,53.55233095,8.57543378728661
"ARCHE Klinik Fachkrankenhaus für Kinder- und Jugendpsychiatrie und Psychotherapie, ARCHE Klinik","Robert-Blum-Straße, 7, 27574, Bremerhaven",2022,"04","012","000","2","2",NA,NA,53.52968855,8.61527754625901
"Klinikum Bremerhaven-Reinkenheide gGmbH, Klinikum Bremerhaven Reinkenheide gGmbH","Postbrookstraße, 103, 27574, Bremerhaven",2022,"04","012","000","1","2",NA,NA,53.5377643,8.63675567511598
"Klinikum Bremerhaven-Reinkenheide gGmbH, Psychiatrische Tagesklinik des Klinikums Bremerhaven","Hafenstraße, 126, 27576, Bremerhaven",2022,"04","012","000","1","2",NA,NA,53.5589363,8.5860963
"Ev. Krankenhaus Düsseldorf, Ev. Krankenhaus Düsseldorf","Kirchfeldstraße, 40, 40217, Düsseldorf",2022,"05","111","000","2","2",NA,NA,51.2130908,6.7730653323687
"Fliedner Klinik Düsseldorf, Fliedner Klinik Düsseldorf - Ambulanz und Tagesklinik","Martin-Luther-Platz, 26, 40212, Düsseldorf",2022,"05","111","000","2","4",NA,NA,51.2251325,6.7817526
"Florence-Nightingale-Krankenhaus, Florence-Nightingale-Krankenhaus","Kreuzbergstraße, 79, 40489, Düsseldorf",2022,"05","111","000","2","2",NA,NA,51.3004892,6.7495031
"Johanniter Tagesklinik Düsseldorf gGmbH   Klinik für Psychiatrie und Psychotherapie, Johanniter Tagesklinik Düsseldorf gGmbH   Klinik für Psychiatrie und Psychotherapie","Marbacher Str., 79-81, 40597, Düsseldorf",2022,"05","111","000","2","2",NA,NA,51.164621,6.8673926
"Krankenhaus Mörsenbroich-Rath GmbH, Augusta-Krankenhaus","Amalienstraße, 9, 40472, Düsseldorf",2022,"05","111","000","2","2",NA,NA,51.26669,6.82460376538923
"Krankenhaus Mörsenbroich-Rath GmbH, Geriatrisches Krankenhaus Elbroich","Am Falder, 6, 40589, Düsseldorf",2022,"05","111","000","2","2",NA,NA,51.1745154,6.8249818
"Krankenhaus Mörsenbroich-Rath GmbH, Gesundheits- und Therapie-Centrum - Tagesklinik","Hohensandweg, 37, 40591, Düsseldorf",2022,"05","111","000","2","2",NA,NA,51.19417905,6.81102721621678
"Krankenhaus Mörsenbroich-Rath GmbH, St. Vinzenz - Krankenhaus","Schloßstraße, 85, 40477, Düsseldorf",2022,"05","111","000","2","2",NA,NA,51.24264595,6.7913372917548
"Luisenkrankenhaus GmbH & Co. KG, Luisenkrankenhaus GmbH & Co. KG","Luise-Rainer-Straße, 6-10, 40235, Düsseldorf",2022,"05","111","000","3","3",NA,NA,51.2347233,6.8208559
"LVR-Klinikum Düsseldorf, Tagesklinik - Moorenstraße 5, 40225 Düsseldorf","Moorenstraße, 5, 40225, Düsseldorf",2022,"05","111","000","1","2",NA,NA,51.19596785,6.78982079482326
"LVR-Klinikum Düsseldorf, Bergische Landstraße 2, 40629 Düsseldorf","Bergische Landstraße, 2, 40629, Düsseldorf",2022,"05","111","000","1","2",NA,NA,51.2443638,6.8483317
"Marien Hospital Düsseldorf, Marien Hospital Düsseldorf","Rochusstraße, 2, 40479, Düsseldorf",2022,"05","111","000","2","2",NA,NA,51.2359614,6.7855567720581
"Paracelsus Klinik Golzheim, Paracelsus Klinik Golzheim","Friedrich-Lau-Straße, 11, 40474, Düsseldorf",2022,"05","111","000","3","2",NA,NA,51.2545299,6.75947797707107
"Sana Kliniken Düsseldorf GmbH, Sana Krankenhaus Gerresheim","Gräulinger Straße, 120, 40625, Düsseldorf",2022,"05","111","000","3","3",NA,NA,51.2438915,6.8553476
"Sana Kliniken Düsseldorf GmbH, Sana Krankenhaus Benrath","Urdenbacher Allee, 83, 40593, Düsseldorf",2022,"05","111","000","3","3",NA,NA,51.1524288,6.8709642
"Schön Klinik Düsseldorf SE & Co. KG, Schön Klinik Düsseldorf SE & Co. KG","Am Heerdter Krankenhaus, 2, 40549, Düsseldorf",2022,"05","111","000","3","2",NA,NA,51.23135345,6.72725167073753
"St. Martinus-Krankenhaus Düsseldorf, St. Martinus-Krankenhaus Düsseldorf","Gladbacher Straße, 26, 40219, Düsseldorf",2022,"05","111","000","2","2",NA,NA,51.2112728,6.7599543
"Universitätsklinikum Düsseldorf, Universitätsklinikum Düsseldorf","Moorenstraße, 5, 40225, Düsseldorf",2022,"05","111","000","1","1",NA,NA,51.19596785,6.78982079482326
"BG Klinikum Duisburg gGmbH, BG Klinikum Duisburg gGmbH","Großenbaumer Allee, 250, 47249, Duisburg",2022,"05","112","000","2","3",NA,NA,51.3803084,6.78256410200178
"Evangelische Klinikum Niederrhein gGmbH, Herzzentrum Duisburg","Gerrickstr., 21, 47137, Duisburg",2022,"05","112","000","2","2",NA,NA,51.462461,6.7763065
"Evangelische Klinikum Niederrhein gGmbH, Evangelisches Krankenhaus Duisburg-Nord","Fahrner Str., 133, 47169, Duisburg",2022,"05","112","000","2","2",NA,NA,51.51476405,6.76593196329815
"Evangelisches Krankenhaus BETHESDA zu Duisburg GmbH, Ev. Krankenhaus BETHESDA zu Duisburg","Heerstr., 219, 47053, Duisburg",2022,"05","112","000","2","2",NA,NA,51.4172328,6.76142729993009
"GFO Kliniken Niederrhein, Fachklinik St. Camillus","Kirchstr., 12, 47178, Duisburg",2022,"05","112","000","2","2",NA,NA,51.53106825,6.70817455972796
"HELIOS Klinikum Duisburg, Helios St. Johannes Klinik","Dieselstr., 185, 47166, Duisburg",2022,"05","112","000","3","2",NA,NA,51.49014395,6.76060617176661
"HELIOS Klinikum Duisburg, Helios Marien Klinik","Grunewaldstr., 96, 47053, Duisburg",2022,"05","112","000","3","2",NA,NA,51.41347145,6.7550545809692
"Helios Rhein-Ruhr Kliniken GmbH, Helios Klinik Duisburg-Homberg","Johannisstr., 21, 47198, Duisburg-Homberg",2022,"05","112","000","3","2",NA,NA,51.4532101,6.710091
"Helios Rhein-Ruhr Kliniken GmbH, Helios Krankenhaus St. Anna","Albertus-Magnus-Str., 33, 47259, Duisburg-Huckingen",2022,"05","112","000","3","2",NA,NA,51.36487375,6.7551325562992
"Johanniter-Krankenhaus Rheinhausen, Johanniter-Krankenhaus Rheinhausen","Kreuzacker, 1-7, 47228, Duisburg",2022,"05","112","000","2","2",NA,NA,51.4119127,6.6990088
"Sana Kliniken Duisburg GmbH, Wedau-Kliniken","Zu den Rehwiesen, 9-11, 47055, Duisburg",2022,"05","112","000","3","2",NA,NA,51.3973297,6.7833632
"Sana Kliniken Duisburg GmbH, Bertha-Krankenhaus","Maiblumenstr., 7, 47229, Duisburg",2022,"05","112","000","3","2",NA,NA,51.3964575,6.70250659073226
"Sana-Klinikum Remscheid GmbH, Sana-Klinikum Remscheid GmbH","Burger Straße, 211, 42859, Remscheid",2022,"05","112","000","3","2",NA,NA,51.1616257,7.1887229
"Alfried Krupp Krankenhaus Essen-Steele, Alfried Krupp Krankenhaus Essen-Steele","Hellweg, 100, 45276, Essen, Ruhr",2022,"05","113","000","2","2","Hellweg, 45276, Essen",NA,51.449602,7.0790919
"Alfried Krupp Krankenhaus Rüttenscheid, Alfried Krupp Krankenhaus Essen-Rüttenscheid","Alfried-Krupp-Str., 21, 45131, Essen, Ruhr",2022,"05","113","000","2","2","Alfried-Krupp-Str., 45131, Essen",NA,51.4253764,7.0060289
"Elisabeth-Krankenhaus Essen GmbH, Elisabeth-Krankenhaus Essen","Klara-Kopp-Weg, 1, 45138, Essen, Ruhr",2022,"05","113","000","2","2","Klara-Kopp-Weg, 45138, Essen",NA,51.4454371,7.0310083
"Katholische Kliniken Ruhrhalbinsel, St. Josef-Krankenhaus Kupferdreh - Hauptstandort","Heidbergweg, 22-24, 45257, Essen, Ruhr",2022,"05","113","000","2","2","Heidbergweg, 45257, Essen",NA,51.3906771,7.0869254
"Katholische Kliniken Ruhrhalbinsel, Fachklinik Kamillushaus Heidhausen","Heidhauser Str., 273, 45239, Essen, Ruhr",2022,"05","113","000","2","2","Heidhauser Str., 45239, Essen",NA,51.3782987,7.0173634
"Katholisches Klinikum Essen GmbH, Tagesklinik Düppenberg","Flurstr., 19, 45355, Essen, Ruhr",2022,"05","113","000","2","2","Flurstr., 45355, Essen",NA,51.4779965,6.9438284
"Katholisches Klinikum Essen GmbH, Philippusstift","Hülsmannstr., 17, 45355, Essen, Ruhr",2022,"05","113","000","2","2","Hülsmannstr., 45355, Essen",NA,51.4806976,6.9462363
"KEM - Evang. Kliniken Essen-Mitte gGmbH, Evang. Krankenhaus Essen-Werden","Pattbergstr., 1-3, 45239, Essen, Ruhr",2022,"05","113","000","2","2","Pattbergstr., 45239, Essen",NA,51.3897509,7.006828
"KEM - Evang. Kliniken Essen-Mitte gGmbH, Evang. Krankenhaus Essen-Steele","Am Deimelsberg, 34a, 45276, Essen, Ruhr",2022,"05","113","000","2","2","Am Deimelsberg, 45276, Essen",NA,51.443138,7.062087
"KEM - Evang. Kliniken Essen-Mitte gGmbH, Evang. Huyssens-Stiftung in Essen-Huttrop","Henricistr., 92, 45136, Essen, Ruhr",2022,"05","113","000","2","2","Henricistr., 45136, Essen",NA,51.4413658,7.0338235
"LVR-Klinikum Essen, Wickenburgstraße 21, 45147 Essen","Wickenburgstraße, 21, 45147, Essen, Ruhr",2022,"05","113","000","1","2",NA,NA,51.4402916089914,6.96937316842271
"LVR-Klinikum Essen, Tagesklinik - Overbergstraße 27, 45141 Essen","Overbergstraße, 27, 45141, Essen, Ruhr",2022,"05","113","000","1","2",NA,NA,51.4724005060051,7.01221933958945
"LVR-Klinikum Essen, Virchowstraße 174, 45147 Essen","Virchowstraße, 174, 45147, Essen, Ruhr",2022,"05","113","000","1","2",NA,NA,51.4344342602586,6.98844321075239
"Procelsio Clinic, Procelsio Clinic","Girardetstr., 8, 45131, Essen, Ruhr",2022,"05","113","000","3","4",NA,NA,51.4310264607568,7.00537865492726
"Ruhrlandklinik, Westdeutsches Lungenzentrum am Universitätsklinikum Essen gGmbH, Ruhrlandklinik, Westdeutsches Lungenzentrum am Universitätsklinikum Essen gGmbH","Tüschener Weg, 40, 45239, Essen, Ruhr",2022,"05","113","000","1","2","Tüschener Weg, 45239, Essen",NA,51.3676068,7.0018997
"St. Josef Krankenhaus Essen-Werden GmbH, St. Josef Krankenhaus Essen-Werden GmbH","Propsteistr., 2, 45239, Essen, Ruhr",2022,"05","113","000","2","2","Propsteistr., 45239, Essen",NA,51.3914451,7.0040776
"Universitätsklinikum Essen, Herzzentrum Essen-Huttrop gGmbH","Herwarthstr., 100, 45138, Essen, Ruhr",2022,"05","113","000","1","1","Herwarthstr., 45138, Essen",NA,51.4449507,7.0350774
"Universitätsklinikum Essen, Hauptstandort","Hufelandstr., 55, 45147, Essen, Ruhr",2022,"05","113","000","1","1","Hufelandstr., 45147, Essen",NA,51.4366038,6.9956895
"HELIOS Klinikum Krefeld GmbH, Helios Klinikum Krefeld","Lutherplatz, 40, 47805, Krefeld",2022,"05","114","000","3","2",NA,NA,51.3209451,6.5660868
"HELIOS Klinikum Krefeld GmbH, Helios Cäcilien Hospital Hüls","Fette Henn, 50, 47839, Krefeld",2022,"05","114","000","3","2",NA,NA,51.3761896,6.5146607
"Helios St. Josefshospital Uerdingen, Helios St. Josefshospital","Kurfürstenstraße, 69, 47829, Krefeld",2022,"05","114","000","3","2",NA,NA,51.35238225,6.64833454364054
"Klinik Königshof Krefeld, Klinik Königshof","Am Dreifaltigkeitskloster, 16, 47807, Krefeld",2022,"05","114","000","2","3",NA,NA,51.31356765,6.57421217223453
"Klinik Königshof Krefeld, Tagesklinik Klinik Königshof am Helios Krefeld","Melanchthonstraße, 36, 47805, Krefeld",2022,"05","114","000","2","3",NA,NA,51.3221041,6.5679352
"Klinik Königshof Krefeld, Tagesklinik Klinik Königshof am Helios Hüls","Fette Henn, 50, 47839, Krefeld",2022,"05","114","000","2","3",NA,NA,51.3761896,6.5146607
"Krankenhaus Maria-Hilf Krefeld, Krankenhaus Maria-Hilf Krefeld","Dießemer Bruch, 81, 47805, Krefeld",2022,"05","114","000","2","2",NA,NA,51.32549175,6.58668408827188
"LVR-Klinik Viersen, Tagesklinik - Vom-Bruck-Platz 8, 47805 Krefeld","Vom-Bruck-Platz, 8, 47805, Krefeld",2022,"05","114","000","1","2",NA,NA,51.3180405,6.56932412756858
"Johanniter GmbH, Ev. Krankenhaus Bethesda Mönchengladbach, Ev. Krankenhaus Bethesda Mönchengladbach","Ludwig-Weber-Straße, 15, 41061, Mönchengladbach",2022,"05","116","000","2","2",NA,NA,51.1988759,6.4253206
"Kliniken Maria Hilf GmbH, Kliniken Maria Hilf GmbH","Viersener Straße, 450, 41063, Mönchengladbach",2022,"05","116","000","2","2",NA,NA,51.218778,6.4185146
"Krankenhaus Neuwerk gGmbH, Mönchengladbach, Krankenhaus Neuwerk gGmbH, Mönchengladbach","Dünner Straße, 214, 41066, Mönchengladbach",2022,"05","116","000","2","2",NA,NA,51.2242892,6.469729
"LVR-Klinik Mönchengladbach, Heinrich-Pesch-Straße 39-41, 41239 Mönchengladbach","Heinrich-Pesch-Straße, 39-41, 41239, Mönchengladbach",2022,"05","116","000","1","2",NA,NA,51.1687691,6.4384829
"LVR-Klinik Mönchengladbach, Tagesklinik - Regentenstraße 91, 41061 Mönchengladbach","Regentenstraße, 91, 41061, Mönchengladbach",2022,"05","116","000","1","2",NA,NA,51.2000093,6.4400034
"LVR-Klinik Viersen, Tagesklinik - Mathildenstraße 67, 41239 Mönchengladbach","Mathildenstraße, 67, 41239, Mönchengladbach",2022,"05","116","000","1","2",NA,NA,51.1723367,6.4353171
"Städtische Kliniken Mönchengladbach GmbH - Elisabeth-Krankenhaus Rheydt, Städtische Kliniken Mönchengladbach GmbH - Elisabeth-Krankenhaus Rheydt","Hubertusstraße, 100, 41239, Mönchengladbach",2022,"05","116","000","1","2",NA,NA,51.1580847,6.4199089
"Ev. Krankenhaus Mülheim GmbH, Ev. Krankenhaus Mülheim an der Ruhr","Wertgasse, 30, 45468, Mülheim an der Ruhr",2022,"05","117","000","2","2",NA,NA,51.4247402,6.8821865
"LVR-Klinikum Essen, Tagesklinik - Düsseldorfer Str. 136-138, 45481 MH a.d. Ruhr","Düsseldorfer Straße, 136-138, 45481, Mülheim an der Ruhr",2022,"05","117","000","1","2",NA,NA,51.4103356,6.8688684
"St. Marien-Hospital Mülheim an der Ruhr GmbH, St. Marien-Hospital Mülheim an der Ruhr GmbH-Hauptstandort","Kaiserstraße, 50, 45468, Mülheim an der Ruhr",2022,"05","117","000","2","2",NA,NA,51.4259815,6.88674122670344
"AMEOS Kliniken Oberhausen, AMEOS Klinikum St. Clemens Oberhausen","Wilhelmstr., 34, 46145, Oberhausen, Rheinland",2022,"05","119","000","2","2","Wilhelmstr., 46145, Oberhausen",NA,51.5151746,6.8456986
"AMEOS Kliniken Oberhausen, AMEOS Klinikum St. Marien Oberhausen","Nürnberger Str., 10, 46119, Oberhausen, Rheinland",2022,"05","119","000","2","2","Nürnberger Str., 46119, Oberhausen",NA,51.5054757,6.8923252
"AMEOS Kliniken Oberhausen, AMEOS Klinikum St. Josef Oberhausen","Mülheimer Str., 83, 46045, Oberhausen, Rheinland",2022,"05","119","000","2","2","Mülheimer Str., 46045, Oberhausen",NA,51.4681225,6.864164
"Ev. Krankenhaus Oberhausen GmbH, Evangelisches Krankenhaus Oberhausen GmbH","Virchowstr., 20, 46047, Oberhausen, Rheinland",2022,"05","119","000","2","2","Virchowstr., 46047, Oberhausen",NA,51.4743782,6.8722624
"Evangelische Klinikum Niederrhein gGmbH, Johanniter Krankenhaus Oberhausen","Steinbrinkstr., 96a, 46145, Oberhausen, Rheinland",2022,"05","119","000","2","2","Steinbrinkstr., 46145, Oberhausen",NA,51.5181678,6.8466531
"Helios St. Elisabeth Klinik Oberhausen, Helios St. Elisabeth Klinik Oberhausen","Josefstr., 3, 46045, Oberhausen, Rheinland",2022,"05","119","000","3","2","Josefstr., 46045, Oberhausen",NA,51.4620694,6.8531196
"Ev. Stiftung Tannenhof, Klinik für Psychiatrie, Psychotherapie, Psychosomatik, Gerontopsychiatrie, Suchtmedizin und Neurologie","Remscheider Straße, 76, 42899, Remscheid",2022,"05","120","000","2","2",NA,NA,51.2047336,7.2266109973262
"Ev. Stiftung Tannenhof, Psychiatrische Tagesklinik Remscheid","Konrad-Adenauer-Straße, 2, 42853, Remscheid",2022,"05","120","000","2","2",NA,NA,51.1816571,7.190659
"Sana Fabricius-Klinik Remscheid GmbH, Sana Fabricius-Klinik Remscheid GmbH","Brüderstrasse, 65, 42853, Remscheid",2022,"05","120","000","2","2",NA,NA,51.1801058,7.1805601661683
"Krankenhaus Bethanien, Krankenhaus Bethanien","Aufderhöher Straße, 169, 42699, Solingen",2022,"05","122","000","2","2",NA,NA,51.1380604,7.0127047
"LVR-Klinik Langenfeld, Frankenstraße 31a, 42653 Solingen","Frankenstraße, 31a, 42653, Solingen",2022,"05","122","000","1","2",NA,NA,51.18475055,7.07249992545454
"Psychiatrische Tagesklinik Solingen, Psychiatrische Tagesklinik Solingen","Eichenstraße, 105-109, 42659, Solingen",2022,"05","122","000","2","2",NA,NA,51.1553472,7.0971981
"St. Lukas Klinik, Standort St. Lukas Klinik","Schwanenstraße, 132, 42697, Solingen",2022,"05","122","000","2","2",NA,NA,51.1550944,6.9845917
"Städtisches Klinikum Solingen gGmbH, Städtisches Klinikum Solingen gGmbH","Gotenstraße, 1, 42653, Solingen",2022,"05","122","000","1","2",NA,NA,51.1854782,7.0694225
"AGAPLESION Bethesda Krankenhaus Wuppertal, AGAPLESION Bethesda Krankenhaus Wuppertal","Hainstr., 35, 42109, Wuppertal",2022,"05","124","000","2","2",NA,NA,51.26833695,7.13046591164573
"Curt-von-Knobelsdorff-Haus, Curt-von-Knobelsdorff-Haus","Hermannstraße, 17, 42477, Radevormwald",2022,"05","124","000","2","4",NA,NA,51.20499295,7.34796365790741
"Ev. Stiftung Tannenhof, Psychiatrische Klinik Wuppertal","Sanderstraße, 161, 42283, Wuppertal",2022,"05","124","000","2","2",NA,NA,51.27337035,7.17104674650462
"Ev. Stiftung Tannenhof, Psychiatrische Tagesklinik Wuppertal-Barmen","Märkische Straße, 8, 42281, Wuppertal",2022,"05","124","000","2","2",NA,NA,51.28343815,7.20916286729732
"Ev. Stiftung Tannenhof, Psychiatrische und Gerontopsychiatrische Tageskliniken Wuppertal-Elberfeld","Wesendonkstraße, 7, 42103, Wuppertal",2022,"05","124","000","2","2",NA,NA,51.2578401,7.151579
"Ev. Stiftung Tannenhof, Psychiatrische Tagesklinik Wuppertal-Elberfeld","Hofkamp, 31- 35, 42103, Wuppertal",2022,"05","124","000","2","2",NA,NA,51.2576013,7.1609184
"Helios Klinikum Wuppertal, Helios Klinikum Wuppertal, Standort Barmen","Heusnerstraße, 40, 42283, Wuppertal",2022,"05","124","000","3","2",NA,NA,51.2752619,7.17390598123583
"Helios Klinikum Wuppertal, Helios Klinikum Wuppertal, Standort Elberfeld","Arrenberger Straße, 20, 42117, Wuppertal",2022,"05","124","000","3","2",NA,NA,51.2509661,7.13418607440906
"Helios Klinikum Wuppertal, Helios Klinik Bergisch Land","Im Saalscheid, 5, 42369, Wuppertal",2022,"05","124","000","3","2",NA,NA,51.2246675,7.1735674
"Klinikverbund St. Antonius und St. Josef GmbH, Petrus-Krankenhaus","Carnaper Str., 48, 42283, Wuppertal",2022,"05","124","000","2","2",NA,NA,51.2752718,7.1918043
"Klinikverbund St. Antonius und St. Josef GmbH, Krankenhaus St. Josef","Bergstr., 6 -12, 42105, Wuppertal",2022,"05","124","000","2","2",NA,NA,51.25978295,7.14336558031049
"LVR-Klinik Bedburg-Hau, Bahnstraße 6, 47551 Bedburg-Hau","Bahnstraße, NA, 47551, Bedburg-Hau",2022,"05","154","004","1","2",NA,NA,51.7592546,6.1749492
"St. Willibrord-Spital Emmerich-Rees gGmbH, St. Willibrord-Spital Emmerich-Rees gGmbH","Willibrordstraße, 9, 46446, Emmerich am Rhein",2022,"05","154","008","2","2",NA,NA,51.832737,6.2392071
